e, e_dot, e_int, stamp, 
2.3842983781108273e-05, -0.0006701059426550415, 4.818568330190823e-05, 0, 
-0.0007592665602520476, -0.004111113531406474, -1.742373848673632e-05, 0, 
0.00023969329895390246, 0.0007195010505759806, -3.304868516780246e-05, 0, 
0.0013411034051431514, 0.007001233217983997, 5.476867625633375e-05, 0, 
0.0002073907849799994, -0.00010767504657967682, 0.00011921249927180354, 0, 
0.0015828538187943053, 0.0008058347121705131, 0.0002087565339278304, 0, 
0.0007195479170118979, 0.0017071904401063283, 0.00016731950138574683, 0, 
0.0015296187164515196, -0.00017745034114261907, 0.00025546803015051486, 0, 
0.0007248098836574179, 1.753988881840011e-05, 0.00019826510114138903, 0, 
-0.0014420644290211726, -0.009905610484908975, 5.415761140585099e-05, 0, 
-0.0021682658006172417, -0.009643585614248865, -0.00019236802306539977, 0, 
-0.0026089177040722333, -0.003889510916836869, -0.0004146165289140432, 0, 
-0.0023885851701570537, -0.0007343978984660401, -0.00047771791165643525, 0, 
-0.0035923206054491175, -0.0032780096712562803, -0.0005726548986452269, 0, 
-0.004538071581370318, -0.007164954704044213, -0.0007012651571317659, 0, 
-0.00341149152661524, 0.0006027635961129244, -0.0007694589142289783, 0, 
-0.002845917877964954, 0.005640512344684545, -0.0007196987323967007, 0, 
-0.004047940422687635, -0.0021214963202413153, -0.0006870233218178553, 0, 
-0.0034405037871487743, -0.001981953030612734, -0.0006889574725200909, 0, 
-0.0032517010152184334, 0.0026541313582306714, -0.0007160096816703228, 0, 
-0.0017626472127214576, 0.005592855248091055, -0.000563656801005911, 0, 
-0.0024986749304249933, 0.0025100869493114666, -0.000500868210557659, 0, 
-0.0020479928635457334, -0.0009511521694142525, -0.0004206210004461456, 0, 
-0.002678568631331313, -0.0005996456696877317, -0.00048168242835346927, 0, 
-0.0024760739333191673, -0.0014269368992447795, -0.0004801756952130809, 0, 
-0.0019545326588241707, 0.002413453241690474, -0.00047394501489831005, 0, 
-0.0036379929590784066, -0.0038730634191974644, -0.0005379066367481163, 0, 
-0.002742811608597684, -0.002627596499245044, -0.0005556891484333507, 0, 
-0.0027567688939398316, 0.0029374135504619168, -0.0006091715641077281, 0, 
-0.0028366805223187797, -0.00031289637907031914, -0.0005557507349904197, 0, 
-0.0032823209194714487, -0.0017518400851053901, -0.000591718022382004, 0, 
-0.0023903540542762336, 0.0014877548934751534, -0.0005672903664044308, 0, 
-0.002125711046280454, 0.003855366243969982, -0.0005198924013352091, 0, 
-0.0025489467718782244, -0.000528642392006636, -0.0004710007914956608, 0, 
-0.001959138471993249, 0.0005552419142906828, -0.0004422530860101285, 0, 
-0.0015943850134947368, 0.0031818725279449587, -0.0004068313504910807, 0, 
-0.0020007408036279983, -0.0001386744387824971, -0.0003702842859410656, 0, 
-0.003222482786582326, -0.00542699257695863, -0.00045450724024700403, 0, 
-0.002285923067797846, -0.0009506075472328254, -0.0005006097772005446, 0, 
-0.0016933285592362068, 0.0050971807578203965, -0.00048011562757442524, 0, 
-0.0025153939444471085, -0.0007649029221642086, -0.00043297637143207743, 0, 
-0.0022947710474325866, -0.002004808293987933, -0.0004335662367410601, 0, 
-0.002950179926565877, -0.001449286607062561, -0.0005173563278963715, 0, 
-0.003187193073905803, -0.0029747400882440544, -0.0005621429365269511, 0, 
-0.0028434867094118133, 0.0003556440571802118, -0.0005987239806588996, 0, 
-0.0033515522479055093, -0.0005478639133323545, -0.0006254821354148751, 0, 
-0.0034051761022437788, -0.0018722979761065517, -0.0006400143373040734, 0, 
-0.003238048124506232, 0.000378347077997591, -0.0006663184316437013, 0, 
-0.003013793186659619, 0.0013046097186138657, -0.0006438011608939753, 0, 
-0.0022510988063007, 0.0032898310606851076, -0.00056686267449777, 0, 
-0.0011601479484051325, 0.006178817460848289, -0.0004283359960910301, 0, 
-0.0009969051805875928, 0.00418064541904369, -0.0002938767956862283, 0, 
-0.0012596247093923374, -0.0003315892032906831, -0.00022777852255900417, 0, 
-0.0026066598756617765, -0.005365848983580612, -0.00032421265104278044, 0, 
-0.002102564977054744, -0.0028098008922080218, -0.0003979233041405905, 0, 
-0.0018020784614032337, 0.002681938047528476, -0.0004340868876079836, 0, 
-0.0019093022727831865, 0.0006442090142385245, -0.00038759638074941093, 0, 
-0.0020468474556052385, -0.0008158966473400161, -0.0003838818793194439, 0, 
-0.002052659729556261, -0.0004778581892435814, -0.0004005872971963124, 0, 
-0.002166390574924737, -0.0003984770643983282, -0.0004177265173390824, 0, 
-0.0020177370823830643, 0.0001164088239106557, -0.0004157858257909375, 0, 
-0.0017760394077068753, 0.0013011705573928722, -0.00039734447100097845, 0, 
-0.001889517473775193, 0.000427398695359571, -0.0003788862642576755, 0, 
-0.002218845955149984, -0.0014760218248103623, -0.0003922935224421368, 0, 
-0.0020906972512793054, -0.0006705992583470414, -0.00041327071201363217, 0, 
-0.0019188690894331728, 0.0009999228857227038, -0.0004152274863908308, 0, 
-0.0018283133746952451, 0.0008746129219468676, -0.0003891919810271816, 0, 
-0.0015546008509343956, 0.0012142274616625908, -0.0003534522210041876, 0, 
-0.0010670700354533658, 0.0025374777974729312, -0.00029666561740553375, 0, 
-0.0019688467473586435, -0.0013808196547474931, -0.00030603450891642696, 0, 
-0.0015816155741399385, -0.0017151517956219091, -0.0003078354904634632, 0, 
-0.0021459811674060525, -0.0005904480668246966, -0.00037976289926030897, 0, 
-0.0012886896895905053, 0.0009764196151647772, -0.00033441909540909975, 0, 
-0.0019075761262343782, 0.0007946834705722475, -0.0003561497988820624, 0, 
-0.001690655416335396, -0.001339885755816302, -0.0003257947488106853, 0, 
-0.002104295036702286, -0.000655729701559693, -0.00038016843861813737, 0, 
-0.002239988007477045, -0.0018311086371388303, -0.0004023292307009818, 0, 
-0.0018134200487240903, 0.0009695832932606526, -0.0004105135395268948, 0, 
-0.0020030882997637, 0.0007896656923778167, -0.000403766423730989, 0, 
-0.002015881256764107, -0.0006748706934667226, -0.00038882597368345985, 0, 
-0.0019200108364794133, 0.00027692487761428924, -0.00039593202620048134, 0, 
-0.0022461894086380774, -0.0007676938395799008, -0.0004121387667921065, 0, 
-0.0015999949232909927, 0.0010667197106280686, -0.0003844130112272322, 0, 
-0.0023401713880626396, -0.0003132732647485407, -0.00041242371466611397, 0, 
-0.0021624455860456138, -0.0018748355425154035, -0.0004068407931599497, 0, 
-0.003052655080994615, -0.002374945643106585, -0.0005036848036735246, 0, 
-0.0030123841652258676, -0.0028331285972675127, -0.0005484989888177397, 0, 
-0.002874513079566654, 0.000593806671426537, -0.0005959701550524758, 0, 
-0.0029882141705313003, 8.056664898189088e-05, -0.0005916740943549215, 0, 
-0.0030598787145268425, -0.0006178854498672948, -0.0005948403976416531, 0, 
-0.0026450635079808826, 0.0011438355418347257, -0.000579543759535935, 0, 
-0.0034552335592623606, -0.0013178494824517273, -0.0006106783854513391, 0, 
-0.0030444021174407254, -0.0013311286981994759, -0.0006096466123122646, 0, 
-0.0024961564533523273, 0.003196923686366778, -0.0005997194753370275, 0, 
-0.0028643630623546024, 0.0006001301836204102, -0.0005603281088765104, 0, 
-0.0035934227053711076, -0.0036575541733959347, -0.0005969294814052024, 0, 
-0.0028009459072042553, 0.00021139051716782356, -0.0006172487783286644, 0, 
-0.0037554159515522656, -0.0005399774872705265, -0.0006766523042751752, 0, 
-0.0033947743451481216, -0.0019794281264795544, -0.0006634090802603095, 0, 
-0.003312285984420793, 0.001477099890438242, -0.000697498418741412, 0, 
-0.0027528341855909133, 0.002139800531857361, -0.0006306596343439886, 0, 
-0.003018674848426439, 0.000978703786647846, -0.000605586334562543, 0, 
-0.0026857341284678427, 0.00022366685707690218, -0.0005638162108323463, 0, 
-0.0029744181664046465, 0.00014752227340597557, -0.0005785884762199285, 0, 
-0.0021954695076904507, 0.0016342154025913065, -0.0005237081201708626, 0, 
-0.0035342271057046126, -0.0018660297976665536, -0.000580274318653314, 0, 
-0.0030267140628947864, -0.0027708151840144524, -0.0005837607117526566, 0, 
-0.0026898048883636783, 0.002814740724469781, -0.0006167164037975385, 0, 
-0.002650957917530672, 0.0012525204845470483, -0.0005578317912526091, 0, 
-0.0029976110503215914, -0.0010260205398597104, -0.0005558915904143961, 0, 
-0.0022216290092571533, 0.0014310963609117284, -0.0005246798651406278, 0, 
-0.002662884441426705, 0.0011157553629829546, -0.0005254749667336966, 0, 
-0.0022104374085132328, 3.730533581306853e-05, -0.00047299672394647275, 0, 
-0.0018616115820595525, 0.0026709095312238418, -0.0004489955621332993, 0, 
-0.0020143713655000894, 0.0006535534767104778, -0.000405761357071525, 0, 
-0.002166169604828738, -0.0010151934092306192, -0.00040281017015922533, 0, 
-0.0026841767943612815, -0.0022326847628706403, -0.0004576478509793406, 0, 
-0.0028359988952058046, -0.002232764301256888, -0.0005124230196263883, 0, 
-0.0028215833498754783, -0.0004580218517139893, -0.0005561172692961709, 0, 
-0.0022957330691353306, 0.0018008860869015801, -0.0005302210209477742, 0, 
-0.0026109025764982086, 0.0007022692445908992, -0.0005152145997006012, 0, 
-0.0022221259981796138, 0.0002453569031857228, -0.0004752507762542102, 0, 
-0.002255694865687108, 0.001184025702703669, -0.00047258156269099533, 0, 
-0.002185030098075469, 0.00012365300034714957, -0.00044419006412947936, 0, 
-0.002271867957849061, -5.3910307206509835e-05, -0.0004475061947741092, 0, 
