e, e_dot, e_int, stamp, 
1.0791959323653917, 0.01952892964267298, 0.21492145198829846, 0, 
1.0726875528291997, 0.0046631961423478545, 0.21487813861207242, 0, 
1.0748538569239494, -0.014473584804807574, 0.2151158228079027, 0, 
1.0781287350393534, 0.018137274033845536, 0.21504467631950017, 0, 
1.0742905461469217, -0.00187770259009253, 0.21515154254068167, 0, 
1.0741720533529941, -0.013188938954530697, 0.2151060889692846, 0, 
1.0762136864652572, 0.006410467727785048, 0.21497841906434487, 0, 
1.0741626516767413, -3.133892084283829e-05, 0.21496989276633283, 0, 
1.0749798181349042, -0.00411289443450998, 0.2150237437517935, 0, 
1.0773291249649757, 0.01055491096078128, 0.2150981063184414, 0, 
1.074475955183282, -0.0016795431720736016, 0.21511899321887745, 0, 
1.0703515347227976, -0.023258634140593443, 0.2148104409914037, 0, 
1.0700853486119613, -0.014635355237736144, 0.21432752256786938, 0, 
1.0701158498347576, -0.0007856162934668139, 0.21403684887796776, 0, 
1.0773699614009873, 0.02428204263008678, 0.21450474398984706, 0, 
1.0752070096369946, 0.016970532674123184, 0.21484618805818262, 0, 
1.0647120122457052, -0.04219316385094022, 0.2144859322189125, 0, 
1.0652745839716227, -0.03310808555123964, 0.2136795737236215, 0, 
1.0563193143211396, -0.027975659748552168, 0.21242039403589782, 0, 
1.0440584347417958, -0.07072049743275614, 0.2110434888689705, 0, 
1.0468098103041694, -0.03169834672323383, 0.20981250395780696, 0, 
1.0442510647650474, 0.0006421000775051292, 0.20900795398740085, 0, 
1.0425811489965375, -0.014095537692106289, 0.20890946827105028, 0, 
1.0357634268195444, -0.028292126485010005, 0.2081730427054086, 0, 
1.0332491696972221, -0.031106597664384655, 0.20743958303422028, 0, 
1.0017441736560138, -0.11339751054510201, 0.20471711801151868, 0, 
0.9871923202195695, -0.1535228315921755, 0.201479044238187, 0, 
0.961001549017636, -0.13580874879459248, 0.19666253619288127, 0, 
0.936299348323074, -0.16964323965498482, 0.19229954783735198, 0, 
0.9202459854123572, -0.13585187868426254, 0.18783645885020447, 0, 
0.9084929520701895, -0.092687987509615, 0.18433588572037474, 0, 
0.8938689288353538, -0.08792352192334467, 0.18150719108786004, 0, 
0.8757811178843028, -0.10903944728628916, 0.17854286658598975, 0, 
0.8545427996583419, -0.1310870972567065, 0.17494618975853324, 0, 
0.8238761340004606, -0.1730166129461408, 0.17028000343620703, 0, 
0.8013927154678655, -0.177166947301588, 0.16532077660844452, 0, 
0.7840591403250432, -0.1327233122513912, 0.1606218659862246, 0, 
0.7669915779327463, -0.11467045845039732, 0.156829562248377, 0, 
0.7559116730169666, -0.093824891026922, 0.15379749275165042, 0, 
0.7478146884864875, -0.0639229648208628, 0.15138119596241334, 0, 
0.7369782429885219, -0.06311143342814907, 0.14938030696613175, 0, 
0.7184109824314369, -0.09801235351683535, 0.14688026092709638, 0, 
0.695110091512972, -0.13956050491849967, 0.14336662112886203, 0, 
0.6877910705922294, -0.10206637279735808, 0.14008747630244256, 0, 
0.6664146678247785, -0.09565141229397815, 0.1366210553286653, 0, 
0.6463765398085731, -0.13804843594552105, 0.1333721518817054, 0, 
0.6245208786943558, -0.1396459637680758, 0.12915413908851384, 0, 
0.6189042644199108, -0.09157425129554124, 0.12598677886152265, 0, 
0.6162025361512113, -0.027727808477148175, 0.12397517861769852, 0, 
